Lexem,Genus,Worttrennung,IPA,Silbenzahl
Wechsler,m,Wechs·ler,ˈvɛkslɐ,2
Wechte,f,Wech·te,ˈvɛçtə,2
Weck,m,Weck,vɛk,1
Weckamin,n,We·ck·amin,ˈvɛkʔaˌmiːn,3
Wecke,f,We·cke,ˈvɛkə,2
Wecken,mn,We·cken,ˈvɛkn̩,2
Wecker,m,We·cker,ˈvɛkɐ,2
Weckmehl,n,Weck·mehl,ˈvɛkmeːl,2
Weckruf,m,Weck·ruf,ˈvɛkˌʁuːf,2
Weckuhr,f,Weck·uhr,ˈvɛkˌʔuːɐ̯,2
Weda,m,We·da,ˈveːda,2
Wedanta,m,We·dan·ta,veˈdanta,3
Wedel,fm,We·del,ˈveːdl̩,2
Wedge,mn,Wedge,vɛd͡ʒ,1
Wedgwood,n,Wedg·wood,ˈvɛt͡ʃvʊt,2
Wedismus,m,We·dis·mus,,3
Wedro,n,We·d·ro,,3
Weekend,n,Week·end,ˈviːkˌʔɛnt,2
Weft,n,Weft,vɛft,1
Weg,m,Weg,veːk|veːç,1
Wegbereiter,m,Weg·be·rei·ter,ˈveːkbəˌʁaɪ̯tɐ,4
Wegbereiterin,f,Weg·be·rei·te·rin,ˈveːkbəˌʁaɪ̯təʁɪn,5
Wegbiegung,f,Weg·bie·gung,ˈveːkˌbiːɡʊŋ,3
Wegchen,n,Weg·chen,ˈveːkçən,2
Wegegeld,n,We·ge·geld,ˈveːɡəˌɡɛlt,3
Wegelagerei,f,We·ge·la·ge·rei,ˌveːɡəlaːɡəˈʁaɪ̯,5
Wegelagerer,m,We·ge·la·ge·rer,ˈveːɡəˌlaːɡəʁɐ,5
Wegenetz,n,We·ge·netz,ˈveːɡəˌnɛt͡s,3
Wegerich,m,We·ge·rich,ˈveːɡəˌʁɪç,3
Wegesrand,m,We·ges·rand,ˈveːɡəsˌʁant,3
Wegeunfall,m,We·ge·un·fall,ˈveːɡəˌʔʊnfal,4
Weggabel,f,Weg·ga·bel,ˈveːkˌɡaːbl̩,3
Weggabelung,f,Weg·ga·be·lung,ˈveːkˌɡaːbəlʊŋ,4
Weggang,m,Weg·gang,ˈvɛkˌɡaŋ,2
Weggefährte,m,Weg·ge·fähr·te,ˈveːkɡəˌfɛːɐ̯tə,4
Weggeld,n,Weg·geld,ˈveːkˌɡɛlt,2
Wegkapelle,f,Weg·ka·pel·le,ˈveːkkaˌpɛlə,4
Wegkreuz,n,Weg·kreuz,ˈveːkˌkʁɔɪ̯t͡s,2
Wegkreuzung,f,Weg·kreu·zung,ˈveːkˌkʁɔɪ̯t͡sʊŋ,3
Weglassprobe,f,Weg·lass·pro·be,ˈvɛklasˌpʁoːbə,4
Weglein,n,Weg·lein,ˈvɛklaɪ̯n,2
Wegnahme,f,Weg·nah·me,ˈvɛkˌnaːmə,3
Wegrand,m,Weg·rand,ˈveːkˌʁant,2
Wegsamkeit,f,Weg·sam·keit,ˈveːɡzamˌkaɪ̯t,3
Wegstelle,f,Weg·stel·le,ˈveːkˌʃtɛlə,3
Wegstunde,f,Weg·stun·de,ˈveːkˌʃtʊndə,3
Wegwarte,f,Weg·war·te,ˈveːkˌvaʁtə,3
Wegweiser,m,Weg·wei·ser,ˈvɛkˌvaɪ̯zɐ,3
Wegwerfbehälter,m,Weg·werf·be·häl·ter,ˈvɛkvɛʁfbəˌhɛltɐ,5
Wegwerffeuerzeug,n,Weg·werf·feu·er·zeug,ˈvɛkvɛʁfˌfɔɪ̯ɐt͡sɔɪ̯k,5
Wegwerfflasche,f,Weg·werf·fla·sche,ˈvɛkvɛʁfˌflaʃə,4
Wegwerfgesellschaft,f,Weg·werf·ge·sell·schaft,ˈvɛkvɛʁfɡəˌzɛlʃaft,5
Wegwerfpackung,f,Weg·werf·pa·ckung,ˈvɛkvɛʁfˌpakʊŋ,4
Wegwerfverpackung,f,Weg·werf·ver·pa·ckung,ˈvɛkvɛʁffɛɐ̯ˌpakʊŋ,5
Wegzehrung,f,Weg·zeh·rung,ˈveːkˌt͡seːʁʊŋ,3
Wegzoll,m,Weg·zoll,ˈveːkˌt͡sɔl,2
Weh,n,Weh,veː,1
Wehe,fn,We·he,ˈveːə,2
Wehklagen,n,Weh·kla·gen,ˈveːˌklaːɡn̩,3
Wehle,f,Weh·le,ˈveːlə,2
Wehmut,f,Weh·mut,ˈveːmuːt,2
Wehr,fn,Wehr,veːɐ̯,1
Wehrbeauftragte,f,Wehr·be·auf·trag·te,ˈveːɐ̯bəˌʔaʊ̯ftʁaːktə,5
Wehrbeauftragter,m,Wehr·be·auf·trag·ter,ˈveːɐ̯bəˌʔaʊ̯ftʁaːktɐ,5
Wehrdienst,m,Wehr·dienst,ˈveːɐ̯ˌdiːnst,2
Wehrdienstgericht,n,Wehr·dienst·ge·richt,ˈveːɐ̯diːnstɡəˌʁɪçt,4
Wehrdienstverweigerer,m,Wehr·dienst·ver·wei·ge·rer,ˈveːɐ̯diːnstfɛɐ̯ˌvaɪ̯ɡəʁɐ,6
Wehrflüchtling,m,Wehr·flücht·ling,ˈveːɐ̯ˌflʏçtlɪŋ,3
Wehrgang,m,Wehr·gang,ˈveːɐ̯ˌɡaŋ,2
Wehrgerechtigkeit,f,Wehr·ge·rech·tig·keit,ˈveːɐ̯ɡəˌʁɛçtɪçkaɪ̯t,5
Wehrhaftigkeit,f,Wehr·haf·tig·keit,ˈveːɐ̯haftɪçkaɪ̯t,4
Wehrkirche,f,Wehr·kir·che,ˈveːɐ̯ˌkɪʁçə,3
Wehrkreis,m,Wehr·kreis,ˈveːɐ̯ˌkʁaɪ̯s,2
Wehrkundeunterricht,m,Wehr·kun·de·un·ter·richt,ˈveːɐ̯kʊndəˌʔʊntɐʁɪçt,6
Wehrmacht,f,Wehr·macht,ˈveːɐ̯ˌmaxt,2
Wehrmachtbericht,m,Wehr·macht·be·richt,ˈveːɐ̯maxtbəˌʁɪçt,4
Wehrmachtsbericht,m,Wehr·machts·be·richt,ˈveːɐ̯maxt͡sbəˌʁɪçt,4
Wehrmachtsfahrschein,m,Wehr·machts·fahr·schein,ˈveːɐ̯maxt͡sˌfaːɐ̯ʃaɪ̯n,4
Wehrmachtssoldat,m,Wehr·machts·sol·dat,ˈveːɐ̯maxt͡szɔlˌdaːt,4
Wehrmann,m,Wehr·mann,ˈveːɐ̯ˌman,2
Wehrpass,m,Wehr·pass,ˈveːɐ̯ˌpas,2
Wehrpaß,f,Wehr·paß,ˈveːɐ̯ˌpas,2
Wehrpflicht,f,Wehr·pflicht,ˈveːɐ̯ˌp͡flɪçt,2
Wehrpflichtiger,m,Wehr·pflich·ti·ger,ˈveːɐ̯ˌp͡flɪçtɪɡɐ,4
Wehrsiedlung,f,Wehr·sied·lung,ˈveːɐ̯ˌziːdlʊŋ,3
Wehrsportgruppe,f,Wehr·sport·grup·pe,ˈveːɐ̯ʃpɔʁtˌɡʁʊpə,4
Wehrturm,m,Wehr·turm,ˈveːɐ̯ˌtʊʁm,2
Wehrwissenschaft,f,Wehr·wis·sen·schaft,,4
Wehwehchen,n,Weh·weh·chen,veːˈveːçən,3
Weib,n,Weib,vaɪ̯p,1
Weibchen,n,Weib·chen,ˈvaɪ̯pçən,2
Weibel,m,Wei·bel,ˈvaɪ̯bl̩,2
Weiberfastnacht,f,Wei·ber·fast·nacht,ˈvaɪ̯bɐˌfas(t)naxt,4
Weibergeschichte,f,Wei·ber·ge·schich·te,ˈvaɪ̯bɐɡəˌʃɪçtə,5
Weiberheld,m,Wei·ber·held,ˈvaɪ̯bɐˌhɛlt,3
Weibersprache,f,Wei·ber·spra·che,ˈvaɪ̯bɐˌʃpʁaːxə,4
Weibervolk,n,Wei·ber·volk,ˈvaɪ̯bɐˌfɔlk,3
Weiblichkeit,f,Weib·lich·keit,ˈvaɪ̯plɪçkaɪ̯t,3
Weibsbild,n,Weibs·bild,ˈvaɪ̯psˌbɪlt,2
Weibsleute,,Weibs·leu·te,vaɪ̯psˌlɔɪ̯tə,3
Weibsperson,f,Weibs·per·son,ˈvaɪ̯pspɛʁˌzoːn,3
Weibsstück,n,Weibs·stück,ˈvaɪ̯psˌʃtʏk,2
Weichbild,n,Weich·bild,ˈvaɪ̯çˌbɪlt,2
Weiche,f,Wei·che,ˈvaɪ̯çə,2
Weichei,n,Weich·ei,ˈvaɪ̯çʔaɪ̯,2
Weichenstellung,f,Wei·chen·stel·lung,ˈvaɪ̯çn̩ˌʃtɛlʊŋ,4
Weichenstraße,f,Wei·chen·stra·ße,ˈvaɪ̯çn̩ˌʃtʁaːsə,4
Weichkäse,m,Weich·kä·se,ˈvaɪ̯çˌkɛːzə,3
Weichsel,f,Weich·sel,ˈvaɪ̯ksl̩,2
Weichselzopf,m,Weich·sel·zopf,ˈvaɪ̯ksl̩ˌt͡sɔp͡f,3
Weichspüler,m,Weich·spü·ler,ˈvaɪ̯çˌʃpyːlɐ,3
Weichteile,,NA,ˈvaɪ̯çˌtaɪ̯lə,NA
Weichteilrheumatismus,m,Weich·teil·rheu·ma·tis·mus,ˈvaɪ̯çtaɪ̯lʁɔɪ̯maˌtɪsmʊs,6
Weichtier,n,Weich·tier,ˈvaɪ̯çˌtiːɐ̯,2
Weichweizengrieß,m,Weich·wei·zen·grieß,ˈvaɪ̯çvaɪ̯t͡sn̩ˌɡʁiːs,4
Weide,f,Wei·de,ˈvaɪ̯də,2
Weidegang,m,Wei·de·gang,ˈvaɪ̯dəˌɡaŋ,3
Weidegras,n,Wei·de·gras,ˈvaɪ̯dəˌɡʁaːs,3
Weideland,n,Wei·de·land,ˈvaɪ̯dəˌlant,3
Weidenbaum,m,Wei·den·baum,ˈvaɪ̯dn̩ˌbaʊ̯m,3
Weidengelbkehlchen,n,Wei·den·gelb·kehl·chen,,5
Weidenholz,n,Wei·den·holz,ˈvaɪ̯dn̩ˌhɔlt͡s,3
Weidenkätzchen,n,Wei·den·kätz·chen,ˈvaɪ̯dn̩ˌkɛt͡sçən,4
Weidenröschen,n,Wei·den·rös·chen,ˈvaɪ̯dn̩ˌʁøːsçən,4
Weidenzaun,m,Wei·den·zaun,ˈvaɪ̯dn̩ˌt͡saʊ̯n,3
Weideplatz,m,Wei·de·platz,ˈvaɪ̯dəˌplat͡s,3
Weidewirtschaft,f,Wei·de·wirt·schaft,ˈvaɪ̯dəˌvɪʁtʃaft,4
Weidezaun,m,Wei·de·zaun,ˈvaɪ̯dəˌt͡saʊ̯n,3
Weidezins,m,Wei·de·zins,ˈvaɪ̯dəˌt͡sɪns,3
Weidmann,m,Weid·mann,ˈvaɪ̯tˌman,2
Weidmannssprache,f,Weid·manns·spra·che,ˈvaɪ̯tmansˌʃpʁaːxə,4
Weigand,m,Wei·gand,ˈvaɪ̯ˌɡant,2
Weigelie,f,Wei·ge·lie,vaɪ̯ˈɡeːli̯ə,3
Weihe,f,Wei·he,ˈvaɪ̯ə,2
Weihegebet,n,Wei·he·ge·bet,ˈvaɪ̯əɡəˌbeːt,4
Weiher,m,Wei·her,ˈvaɪ̯ɐ,2
Weihnacht,f,Weih·nacht,ˈvaɪ̯naxt,2
Weihnachten,n,Weih·nach·ten,ˈvaɪ̯naxtn̩,3
Weihnachtsabend,m,Weih·nachts·abend,ˈvaɪ̯naxtsˌʔaːbn̩t,3
Weihnachtsamnestie,f,Weih·nachts·am·nes·tie,ˈvaɪ̯naxt͡sʔamnɛsˌtiː,5
Weihnachtsbaum,m,Weih·nachts·baum,ˈvaɪ̯naxt͡sˌbaʊ̯m,3
Weihnachtsbaumwurm,m,Weih·nachts·baum·wurm,ˈvaɪ̯naxtsbaʊ̯mˌvʊʁm,4
Weihnachtsbäckerei,f,Weih·nachts·bä·cke·rei,ˈvaɪ̯naxt͡sbɛkəˌʁaɪ̯,5
Weihnachtsdeko,f,Weih·nachts·de·ko,ˈvaɪ̯naxtsdeko,4
Weihnachtsdekoration,f,Weih·nachts·de·ko·ra·ti·on,ˈvaɪ̯naxt͡sdekoʁaˌt͡si̯oːn,7
Weihnachtseinkauf,m,Weih·nachts·ein·kauf,ˈvaɪ̯naxt͡sˌʔaɪ̯nkaʊ̯f,4
Weihnachtsessen,n,Weih·nachts·es·sen,ˈvaɪ̯naxt͡sˌʔɛsn̩,4
Weihnachtsfeier,f,Weih·nachts·fei·er,ˈvaɪ̯naxt͡sˌfaɪ̯ɐ,4
Weihnachtsfeiertag,m,Weih·nachts·fei·er·tag,ˈvaɪ̯naxt͡sˌfaɪ̯ɐˌtaːk,5
Weihnachtsferien,,NA,ˈvaɪ̯naxt͡sˌfeːʁiən,NA
Weihnachtsfest,n,Weih·nachts·fest,ˈvaɪ̯naxt͡sˌfɛst,3
Weihnachtsfestkreis,m,Weih·nachts·fest·kreis,ˈvaɪ̯naxt͡sˌfɛstkʁaɪ̯s,4
Weihnachtsgans,f,Weih·nachts·gans,ˈvaɪ̯naxtsˌɡans,3
Weihnachtsgeld,n,Weih·nachts·geld,ˈvaɪ̯naxt͡sˌɡɛlt,3
Weihnachtsgeschenk,n,Weih·nachts·ge·schenk,ˈvaɪ̯naxt͡sɡəˌʃɛŋk,4
Weihnachtsgeschichte,f,Weih·nachts·ge·schich·te,ˈvaɪ̯naxt͡sɡəˌʃɪçtə,5
Weihnachtsgeschäft,n,Weih·nachts·ge·schäft,ˈvaɪ̯naxt͡sɡəˌʃɛft,4
Weihnachtsgottesdienst,m,Weih·nachts·got·tes·dienst,ˈvaɪ̯naxt͡sˌɡɔtəsdiːnst,5
Weihnachtsgratifikation,f,Weih·nachts·gra·ti·fi·ka·ti·on,ˈvaɪ̯naxt͡sɡʁatifikaˌt͡si̯oːn,8
Weihnachtsgurke,f,Weih·nachts·gur·ke,ˈvaɪ̯naxt͡sˌɡʊʁkə,4
Weihnachtskarte,f,Weih·nachts·kar·te,ˈvaɪ̯naxt͡sˌkaʁtə,4
Weihnachtskeks,mn,Weih·nachts·keks,ˈvaɪ̯naxt͡sˌkeːks,3
Weihnachtskrippe,f,Weih·nachts·krip·pe,ˈvaɪ̯naxt͡sˌkʁɪpə,4
Weihnachtslied,n,Weih·nachts·lied,ˈvaɪ̯naxt͡sˌliːt,3
Weihnachtsmann,m,Weih·nachts·mann,ˈvaɪ̯naxt͡sˌman,3
Weihnachtsmarke,f,Weih·nachts·mar·ke,ˈvaɪ̯naxt͡sˌmaʁkə,4
Weihnachtsmarkt,m,Weih·nachts·markt,ˈvaɪ̯naxt͡sˌmaʁkt,3
Weihnachtsmorgen,m,Weih·nachts·mor·gen,ˈvaɪ̯naxt͡sˌmɔʁɡn̩,4
Weihnachtsoratorium,n,Weih·nachts·ora·to·ri·um,ˈvaɪ̯naxt͡sʔoʁaˌtoːʁiʊm,6
Weihnachtspapier,n,Weih·nachts·pa·pier,ˈvaɪ̯naxt͡spaˌpiːɐ̯,4
Weihnachtsplätzchen,n,Weih·nachts·plätz·chen,ˈvaɪ̯naxt͡sˌplɛt͡sçən,4
Weihnachtspyramide,f,Weih·nachts·py·ra·mi·de,ˈvaɪ̯naxt͡spyʁaˌmiːdə,6
Weihnachtsrose,f,Weih·nachts·ro·se,ˈvaɪ̯naxt͡sˌʁoːzə,4
Weihnachtsspiel,n,Weih·nachts·spiel,ˈvaɪ̯naxt͡sˌʃpiːl,3
Weihnachtsstern,m,Weih·nachts·stern,ˈvaɪ̯naxt͡sˌʃtɛʁn,3
Weihnachtsstimmung,f,Weih·nachts·stim·mung,ˈvaɪ̯naxt͡sˌʃtɪmʊŋ,4
Weihnachtsstube,f,Weih·nachts·stu·be,ˈvaɪ̯naxt͡sˌʃtuːbə,4
Weihnachtstag,m,Weih·nachts·tag,ˈvaɪ̯naxt͡sˌtaːk,3
Weihnachtstauwetter,n,Weih·nachts·tau·wet·ter,ˈvaɪ̯naxt͡sˌtaʊ̯vɛtɐ,5
Weihnachtszeit,f,Weih·nachts·zeit,ˈvaɪ̯naxt͡sˌt͡saɪ̯t,3
Weihnachtszimmer,n,Weih·nachts·zim·mer,ˈvaɪ̯naxt͡sˌt͡sɪmɐ,4
Weihrauch,m,Weih·rauch,ˈvaɪ̯ʁaʊ̯x,2
Weihrauchbaum,m,Weih·rauch·baum,ˈvaɪ̯ʁaʊ̯xˌbaʊ̯m,3
Weihrauchduft,m,Weih·rauch·duft,ˈvaɪ̯ʁaʊ̯xˌdʊft,3
Weihrauchkiefer,f,Weih·rauch·kie·fer,ˈvaɪ̯ʁaʊ̯xˌkiːfɐ,4
Weihrauchschiff,n,Weih·rauch·schiff,ˈvaɪ̯ʁaʊ̯xˌʃɪf,3
Weihrauchschiffchen,n,Weih·rauch·schiff·chen,ˈvaɪ̯ʁaʊ̯xˌʃɪfçən,4
Weihrauchschifflein,n,Weih·rauch·schiff·lein,ˈvaɪ̯ʁaʊ̯xˌʃɪflaɪ̯n,4
Weihrauchstrauch,m,Weih·rauch·strauch,ˈvaɪ̯ʁaʊ̯xˌʃtʁaʊ̯x,3
Weihrauchstraße,f,Weih·rauch·stra·ße,ˈvaɪ̯ʁaʊ̯xˌʃtʁaːsə,4
Weihrauchzeder,f,Weih·rauch·ze·der,ˈvaɪ̯ʁaʊ̯xˌt͡seːdɐ,4
Weihwasser,n,Weih·was·ser,ˈvaɪ̯ˌvasɐ,3
Weihwasserbecken,n,Weih·was·ser·be·cken,ˈvaɪ̯vasɐˌbɛkn̩,5
Weihwasserkessel,m,Weih·was·ser·kes·sel,ˈvaɪ̯vasɐˌkɛsl̩,5
Weihwasserwedel,m,Weih·was·ser·we·del,ˈvaɪ̯vasɐˌveːdl̩,5
Weilchen,n,Weil·chen,ˈvaɪ̯lçən,2
Weile,f,Wei·le,ˈvaɪ̯lə,2
Weiler,m,Wei·ler,ˈvaɪ̯lɐ,2
Weilerswister,m,Wei·ler·swis·ter,,4
Weilerswisterin,f,Wei·ler·swis·te·rin,,5
Weimarer,m,Wei·ma·rer,ˈvaɪ̯maʁɐ,3
Weimarer Republik,f,Wei·ma·rer,ˈvaɪ̯maʁɐ,3
Weimberl,n,Weim·berl,,2
Weimutskiefer,f,Wei·muts·kie·fer,ˈvaɪ̯muːt͡sˌkiːfɐ,4
Wein,m,Wein,vaɪ̯n,1
Weinausschank,m,Wein·aus·schank,ˈvaɪ̯nʔaʊ̯sˌʃaŋk,3
Weinbau,m,Wein·bau,ˈvaɪ̯nˌbaʊ̯,2
Weinbauer,m,Wein·bau·er,ˈvaɪ̯nˌbaʊ̯ɐ,3
Weinbaugebiet,n,Wein·bau·ge·biet,ˈvaɪ̯nbaʊ̯ɡəˌbiːt,4
Weinbauinstitut,n,Wein·bau·in·s·ti·tut,ˈvaɪ̯nbaʊ̯ʔɪnstiˌtuːt,6
Weinbauklima,n,Wein·bau·kli·ma,ˈvaɪ̯nbaʊ̯ˌkliːma,4
Weinbauzone,f,Wein·bau·zo·ne,ˈvaɪ̯nbaʊ̯ˌt͡soːnə,4
Weinbecher,m,Wein·be·cher,ˈvaɪ̯nˌbɛçɐ,3
Weinbeere,f,Wein·bee·re,ˈvaɪ̯nbeːʁə,3
Weinbeeröl,n,Wein·beer·öl,ˈvaɪ̯nbeːɐ̯ˌʔøːl,3
Weinbeißer,m,Wein·bei·ßer,ˈvaɪ̯nˌbaɪ̯sɐ,3
Weinbeißerin,f,Wein·bei·ße·rin,ˈvaɪ̯nˌbaɪ̯səʁɪn,4
Weinbereitung,f,Wein·be·rei·tung,ˈvaɪ̯nbəˌʁaɪ̯tʊŋ,4
Weinberg,m,Wein·berg,ˈvaɪ̯nˌbɛʁk,2
Weinbergbesitzer,m,Wein·berg·be·sit·zer,ˈvaɪ̯nbɛʁkbəˌzɪt͡sɐ,5
Weinbergbesitzerin,f,Wein·berg·be·sit·ze·rin,ˈvaɪ̯nbɛʁkbəˌzɪt͡səʁɪn,6
Weinberghäuschen,n,Wein·berg·häus·chen,ˈvaɪ̯nbɛʁkˌhɔɪ̯sçən,4
Weinbergkapelle,f,Wein·berg·ka·pel·le,ˈvaɪ̯nbɛʁkkaˌpɛlə,5
Weinbergpfirsich,m,Wein·berg·pfir·sich,ˈvaɪ̯nbɛʁkˌp͡fɪʁzɪç,4
Weinbergsbesitzer,m,Wein·bergs·be·sit·zer,ˈvaɪ̯nbɛʁksbəˌzɪt͡sɐ,5
Weinbergsbesitzerin,f,Wein·bergs·be·sit·ze·rin,ˈvaɪ̯nbɛʁksbəˌzɪt͡səʁɪn,6
Weinbergsbrache,f,Wein·bergs·bra·che,ˈvaɪ̯nbɛʁksˌbʁaːxə,4
Weinbergschnecke,f,Wein·berg·schne·cke,ˈvaɪ̯nbɛʁkˌʃnɛkə,4
Weinbirne,f,Wein·bir·ne,ˈvaɪ̯nˌbɪʁnə,3
Weinblatt,n,Wein·blatt,ˈvaɪ̯nˌblat,2
Weinbrand,m,Wein·brand,ˈvaɪ̯nˌbʁant,2
Weinbrandflasche,f,Wein·brand·fla·sche,ˈvaɪ̯nbʁantˌflaʃə,4
Weinbrandschwenker,m,Wein·brand·schwen·ker,ˈvaɪ̯nbʁantˌʃvɛŋkɐ,4
Weinbruderschaft,f,Wein·bru·der·schaft,ˈvaɪ̯nbʁuːdɐʃaft,4
Weinchemie,f,Wein·che·mie,ˈvaɪ̯nçeˌmiː,3
Weinchen,n,Wein·chen,ˈvaɪ̯nçən,2
Weincreme,f,Wein·creme,ˈvaɪ̯nˌkʁeːm,2
Weindegustation,f,Wein·de·gus·ta·ti·on,ˈvaɪ̯ndeɡʊstaˌt͡si̯oːn,6
Weindestillat,n,Wein·des·til·lat,ˈvaɪ̯ndɛstɪˌlaːt,4
Weindorf,n,Wein·dorf,ˈvaɪ̯nˌdɔʁf,2
Weindrossel,f,Wein·dros·sel,ˈvaɪ̯nˌdʁɔsl̩,3
Weinernte,f,Wein·ern·te,ˈvaɪ̯nˌʔɛʁntə,3
Weinerzeugung,f,Wein·er·zeu·gung,ˈvaɪ̯nʔɛɐ̯ˌt͡sɔɪ̯ɡʊŋ,4
Weinessig,m,Wein·es·sig,ˈvaɪ̯nʔɛsɪç,3
Weinexperte,m,Wein·ex·per·te,ˈvaɪ̯nʔɛksˌpɛʁtə,4
Weinexpertin,f,Wein·ex·per·tin,ˈvaɪ̯nʔɛksˌpɛʁtɪn,4
Weinexport,m,Wein·ex·port,ˈvaɪ̯nʔɛksˌpɔʁt,3
Weinfass,n,Wein·fass,ˈvaɪ̯nˌfas,2
Weinfehler,m,Wein·feh·ler,ˈvaɪ̯nˌfeːlɐ,3
Weinfest,n,Wein·fest,ˈvaɪ̯nˌfɛst,2
Weinflasche,f,Wein·fla·sche,ˈvaɪ̯nˌflaʃə,3
Weinfreund,m,Wein·freund,ˈvaɪ̯nˌfʁɔɪ̯nt,2
Weingarten,m,Wein·gar·ten,ˈvaɪ̯nˌɡaʁtn̩,3
Weingartenkapelle,f,Wein·gar·ten·ka·pel·le,ˈvaɪ̯nɡaʁtn̩kaˌpɛlə,6
Weingeist,m,Wein·geist,ˈvaɪ̯nˌɡaɪ̯st,2
Weingelee,mn,Wein·ge·lee,ˈvaɪ̯nʒeˌleː,3
Weingeruch,m,Wein·ge·ruch,ˈvaɪ̯nɡəˌʁʊx,3
Weinglas,n,Wein·glas,ˈvaɪ̯nˌɡlaːs,2
Weingut,n,Wein·gut,ˈvaɪ̯nˌɡuːt,2
Weingärtner,m,Wein·gärt·ner,ˈvaɪ̯nˌɡɛʁtnɐ,3
Weinhandel,m,Wein·han·del,ˈvaɪ̯nˌhandl̩,3
Weinhandlung,f,Wein·hand·lung,ˈvaɪ̯nˌhandlʊŋ,3
Weinhang,m,Wein·hang,ˈvaɪ̯nˌhaŋ,2
Weinhauer,m,Wein·hau·er,ˈvaɪ̯nˌhaʊ̯ɐ,3
Weinhaus,n,Wein·haus,ˈvaɪ̯nˌhaʊ̯s,2
Weinheber,m,Wein·he·ber,ˈvaɪ̯nˌheːbɐ,3
Weinhefe,f,Wein·he·fe,ˈvaɪ̯nˌheːfə,3
Weinhefebrand,m,Wein·he·fe·brand,ˈvaɪ̯nheːfəˌbʁant,4
Weinhefenöl,n,Wein·he·fen·öl,ˈvaɪ̯nheːfn̩ˌʔøːl,4
Weinhefeschnaps,m,Wein·he·fe·schnaps,ˈvaɪ̯nheːfəˌʃnaps,4
Weinherstellung,f,Wein·her·stel·lung,ˈvaɪ̯nˌheːɐ̯ʃtɛlʊŋ,4
Weinhändler,m,Wein·händ·ler,ˈvaɪ̯nˌhɛndlɐ,3
Weinhändlerin,f,Wein·händ·le·rin,ˈvaɪ̯nˌhɛndləʁɪn,4
Weininsel,f,Wein·in·sel,ˈvaɪ̯nˌʔɪnzəl,3
Weinjahr,n,Wein·jahr,ˈvaɪ̯nˌjaːɐ̯,2
Weinkarte,f,Wein·kar·te,ˈvaɪ̯nˌkaʁtə,3
Weinkauf,m,Wein·kauf,ˈvaɪ̯nˌkaʊ̯f,2
Weinkeller,m,Wein·kel·ler,ˈvaɪ̯nˌkɛlɐ,3
Weinkellner,m,Wein·kell·ner,ˈvaɪ̯nˌkɛlnɐ,3
Weinkellnerin,f,Wein·kell·ne·rin,ˈvaɪ̯nˌkɛlnəʁɪn,4
Weinkelter,f,Wein·kel·ter,ˈvaɪ̯nˌkɛltɐ,3
Weinkenner,m,Wein·ken·ner,ˈvaɪ̯nˌkɛnɐ,3
Weinklima,n,Wein·kli·ma,ˈvaɪ̯nˌkliːma,3
Weinkonsum,m,Wein·kon·sum,ˈvaɪ̯nkɔnˌzuːm,3
Weinkrankheit,f,Wein·krank·heit,ˈvaɪ̯nˌkʁaŋkhaɪ̯t,3
Weinkönigin,f,Wein·kö·ni·gin,ˈvaɪ̯nˌkøːnɪɡɪn,4
Weinküfer,m,Wein·kü·fer,ˈvaɪ̯nˌkyːfɐ,3
Weinküferin,f,Wein·kü·fe·rin,ˈvaɪ̯nˌkyːfəʁɪn,4
Weinkühler,m,Wein·küh·ler,ˈvaɪ̯nˌkyːlɐ,3
Weinladen,m,Wein·la·den,ˈvaɪ̯nˌlaːdn̩,3
Weinlage,f,Wein·la·ge,ˈvaɪ̯nˌlaːɡə,3
Weinlager,n,Wein·la·ger,ˈvaɪ̯nˌlaːɡɐ,3
Weinlaub,n,Wein·laub,ˈvaɪ̯nlaʊ̯p,2
Weinlaube,f,Wein·lau·be,ˈvaɪ̯nˌlaʊ̯bə,3
Weinlehrpfad,m,Wein·lehr·pfad,ˈvaɪ̯nleːɐ̯ˌp͡faːt,3
Weinlese,f,Wein·le·se,ˈvaɪ̯nˌleːzə,3
Weinlesemaschine,f,Wein·le·se·ma·schi·ne,ˈvaɪ̯nleːzəmaˌʃiːnə,6
Weinlesemonat,m,Wein·le·se·mo·nat,ˈvaɪ̯nleːzəˌmoːnat,5
Weinliebhaber,m,Wein·lieb·ha·ber,ˈvaɪ̯nliːpˌhaːbɐ,4
Weinliebhaberin,f,Wein·lieb·ha·be·rin,ˈvaɪ̯nliːpˌhaːbəʁɪn,5
Weinlokal,n,Wein·lo·kal,ˈvaɪ̯nloˌkaːl,3
Weinmenge,f,Wein·men·ge,ˈvaɪ̯nˌmɛŋə,3
Weinmonat,m,Wein·mo·nat,ˈvaɪ̯nˌmoːnat,3
Weinmond,m,Wein·mond,ˈvaɪ̯nˌmoːnt,2
Weinort,m,Wein·ort,ˈvaɪ̯nʔɔʁt,2
Weinpalme,f,Wein·pal·me,ˈvaɪ̯nˌpalmə,3
Weinpanscher,m,Wein·pan·scher,ˈvaɪ̯nˌpanʃɐ,3
Weinpanscherei,f,Wein·pan·sche·rei,ˈvaɪ̯nˌpanʃəʁaɪ̯,4
Weinpreis,m,Wein·preis,ˈvaɪ̯nˌpʁaɪ̯s,2
Weinprinzessin,f,Wein·prin·zes·sin,ˈvaɪ̯npʁɪnˌt͡sɛsɪn,4
